0x0001	 [X]
0x0AEC	[0C][10]?[NL][0C]All troops to arms![X][A][NL]For the glory of Grado![X][A]
0x0AED	[09][10][14][NL][0D][10]"[NL][0B][10][04][NL][0B]Prince Ephraim, the Grado troops are[NL]lining up to the fore.[A][NL]Their commander is a Grado general[16]...[X][16][05][NL]It's Selena Fluorspar.[A][0D]Selena[16]...[X][16][05] I've heard she wields[NL]the power of the thunderstorm[X][16]...[X][16][A][NL]that she uses its might to attack[X][NL]from afar without mercy.[A][0B]Prince Ephraim, I urge you to exercise[NL]caution when faced with such magic.[X][A]
0x0AEE	[0B][10][1B][NL][0D][10][1C][NL][0E][10]&[NL][1C][0B]Prince Innes said they would[NL]be around here somewhere.[X][A][NL]Now where in the blazes[X][NL]is this Ephraim?[A][0D]From this distance, I can't tell[NL]which army is Frelia and which Grado.[X][A][NL]We'll have to move in closer if[X][NL]we're to sort this all out.[X][A][0E][800B][09]Ah[16]...[X][16][A][0B]Hm?[X][A][0D]Oh, what an adorable girl.[A][NL]It's all right. Come here[X][16]...[X][16][A][0B]You're a bit young to be on your[NL]own. Did you get lost then?[X][A][09][800A][08][16]......[16][A][0D]There's no reason to be afraid.[X][A][NL]This fellow's a bit scary to[NL]look at, but he's not so bad.[X][A][0B]Come now[16]... [16]Hmph.[X][NL]But she is right, you know.[X][A][NL]If you keep looking so scared, you're[X][NL]likely to hurt my feelings.[X][A][0D]Please, little one, tell us your name.[A][08]I am Myrrh.[X][A][NL]I wish to return to Ephraim's side.[X][A][0B]Ephraim?[A][NL]We're supposed to be guarding[X][NL]someone by that name[16]...[X][16][A][NL]Can you help us find him?[X][A][08]Yes[X][16]... [16]He's over there.[A][08][11][0B]Hey! Hold on![X][A]
0x0AEF	[09][10][14][NL][0F][10]&[NL][0F][800E][0C]Ephraim.[A][09]Myrrh! You're safe.[X][NL]Thank goodness.[X][A][0C]Ephraim[X][16]...[X][16][NL]I'm sorry.[A][NL]I[X][16]... [16]I[X][16]...[X][16][A][09]Myrrh[X][16]...[X][16][A][0C]It's because I forced you[X][NL]to bring me with you[16]...[X][16][A][NL]I didn't want to be a[X][NL]burden to you any longer.[X][A][NL]But all I've done is made[X][NL]you worry[X][16]...[X][16][A][NL]I'm[X][16]...[X][16]sorry[X][16]...[X][16][A][09]It's fine, Myrrh.[X][A][NL]I'm the one who should be sorry. I failed[X][NL]in my promise to watch over you.[A][NL]The battle's about to begin. I want you[X][NL]to move to the rear.[A][0C]Ephraim[X][16]... [16]Those aren't bad people.[NL]I spoke to one, and she listened[16]--[16][A][09]All right. I'll do my best[NL]to persuade them to join us.[A]
0x0AF2	[09][10][14][NL][0C][10]&[NL][0C]Dame Selena[X][16]...[X][16][A][09][16]......[16][A][02][NL]General Selena possessed[NL]a curious stone.[A][NL]Myrrh, is this the[NL]dragonstone you lost?[X][A][0C]Yes, it is.[X][A][NL]But I'm saddened by its return.[X][A][NL]My dragonstone is here and yet[16]...[X][16][A][NL]My heart is heavy with remorse[16]...[X][16][A][09]Myrrh[X][16]...[X][16][A][0C]Ephraim, can you tell me[NL]why this had to happen?[X][A][NL]Dame Selena was a good person.[A][NL]She was filled with joy when[NL]she spoke of the emperor.[X][A][NL]Why did Dame Selena[X][NL]have to die?[A][NL]Why did we have to take[X][NL]up arms against her?[A][09]I'm sorry[X][16]...[X][16][A][NL]If I could have convinced her to[NL]lay down her arms, I would have.[A][NL]It was simply not possible. I had[X][NL]no choice. She had to die.[A][NL]I know you don't approve, but you[X][NL]must know I have my reasons.[A][0C]My apologies[16]...[X][16][A][NL]Ephraim, I[16]...[X][16][NL]I am not seeking to blame you.[A][NL]It's just that[16]...[X][16]I grieve for her.[X][A][09][16]......[16][A][0C]I ventured out of the forest,[X][NL]chasing after that dark energy.[X][A][NL]I thought perhaps that I could[NL]negate its evil force.[A][NL]Is your cause so different from[X][NL]Selena's?[X][A][NL]How many good people must die[X][NL]alongside the wicked?[X][A][09]Myrrh[X][16]...[X][16][A][0C]What can we do to end this without[NL]any more good people dying?[X][A][09]I don't have any answer for you.[A][NL]But I will continue on toward the capital,[NL]and perhaps I will find one there.[A][NL]I will learn the truth behind this madness.[X][A]
0x0AF3	[09][10][14][NL][0C][10]?[NL][09]Are you Selena?[X][A][0C]Indeed I am. And you[NL]are Prince Ephraim.[X][A][09]I know you've spoken with Myrrh.[A][NL]Withdraw your troops. You must[NL]know the emperor is not rational![X][A][0C]Yes, I know.[A][09]Then why? Why do we still fight?[A][0C]I am a general of the empire.[X][NL]His Majesty's word is law.[A][09]That's ridiculous. You know the emperor is[NL]deranged, and yet you follow his orders?![X][A][NL]Is that truly loyalty?![X][A][0C]Prince Ephraim, you cannot understand.[A][NL]I know the path I'm given is foolish.[X][NL]Yet I am a knight, and I have no other.[X][A][09]Selena, please![X][A][NL]Surrender! I have no wish[X][NL]to see you die here![A][0C]Me? Die?[A][NL]Prince Ephraim, you misunderstand me.[X][NL]I have no intention of dying.[X][A][NL]Madness though it may be, I will be[X][NL]the one doing the killing today.[A]
0x0AF4	[09][10]%[NL][0C][10]?[NL][09]Well met, Selena.[X][A][0C]General Duessel[X][16]...[X][16][A][NL]I must offer you my apologies.[A][NL]I called you a traitor, but[X][NL]I was mistaken.[X][A][NL]Your loyalty never wavered,[X][NL]not for an instant.[X][A][09][16]......[16][A][0C]And yet you must know that I have[X][NL]no intention of withdrawing.[A][NL]So let us not waste words. Let us[X][NL]settle this with steel, my friend.[A][09]That's how it is to be, then? One[X][NL]of us dies by the other's hands?[A][0C]Yes. It's the path[NL]I've chosen.[A][NL]I have no regrets.[A][09]I see[X][16]...[X][16][A][NL]Well. I, too, must follow[X][NL]the path that I have chosen.[A][0C]Very well.[A]
0x0AF5	[0A][10][14][NL][0C][10][1B][NL][0C]Are you Ephraim?[A][0A]Yes, I am, but[16]...[X][16][A][0C]I'm Gerik, mercenary commander.[X][A][02][NL]Prince Innes bought our swords[NL]and sent us here to join you.[X][A][NL]Any problem with that?[A][0A]Innes sent you?[X][A][0C]Yeah, and the prince had a[NL]message for you as well.[A][NL]He said, [93]I've no need of assistance,[X][NL]Ephraim, but I'm sure you do.[94][A][NL]That's all. I figured you would[X][NL]know what he was talking about.[X][A][0A]Well, that's definitely from Innes.[X][A][NL]Regardless, your aid is welcome.[NL]Please join us in our fight.[A]
0x0AF8	[09][10]`[NL][0C][10][FF][FF][09]You must have gone through[NL]a lot to make it here.[A][NL]Did you come to warn us[X][NL]about the fighting going on?[A][NL]Thanks so much.[X][A][NL]Here, please take this staff.[X][NL]Oh, go on. Don't be shy.[A]
0x0AF9	[09][10]b[NL][0C][10][FF][FF][09]Dame Selena often visits our[NL]village when she's on patrol.[X][A][NL]She even came to our aid when[X][NL]we were attacked by bandits.[A][NL][16]......[16][A][NL]Please, I beg of you. Don't[X][NL]hurt Dame Selena.[X][A]
0x0AFA	[0C][10][14][NL][0C]The Grado capital[X][16]...[X][16][A][02][NL]It looks like it hasn't changed at[NL]all since the last time I was here.[X][A][NL]Eirika and I came here once long[NL]ago with our father.[A][NL]Duessel taught me the lance, and[NL]I studied history with Lyon.[A][02][NL]I never imagined I'd come back[NL]here armed for battle.[A]
0x0AFB	[09][10].[NL][0C][10]P[NL][0C][16]...[X][16]And so the hero Grado and his companions[NL]used the five Sacred Stones to seal away[A][NL]the evil of the Demon King, and his wicked[NL]soul was locked within the Stone of Grado.[A][NL]The Stone of Grado came to be known[X][NL]as the Fire Emblem.[X][A][NL]To this day, it's kept safe and honored[X][NL]as a national treasure of the empire.[X][A][NL][16]...[X][16]I think that's about it.[A][02][NL]For more on Grado's life, read [93]Founding[NL]Emperor Grado.[94] It's comprehensive.[X][A][09][16]...[X][16]It's so thick.[A][NL][16]...[X][16]And the letters are so small.[X][A][0C]But you have to read it. You don't want[X][NL]Father MacGregor to discipline you again.[X][A][09][16]...[X][16]I'm no good with books.[X][A][NL]The problem is they don't move.[X][NL]I get bored silly.[A][NL]I understand so much better when[NL]you explain it to me, Lyon.[X][A][0C]Yes, but[16]...[X][16]it's kind of weird to[X][NL]be helping you all the time.[A][02][NL]It's just that I admire you, Ephraim.[X][A][NL]I want to be strong, like you[X][16]--[16]brave[X][NL]and handsome[16]...[X][16][A][02][NL]I've got an idea. Why don't you teach[X][NL]me to wield a lance, Ephraim?[X][A][NL]I can't let my defeat to Eirika go[NL]unchallenged. I look foolish.[X][A][09]It's a deal.[NL]We practice tomorrow, though.[X][A][NL]If you want to beat Eirika, you[X][NL]have to take this seriously.[A][0C]Just go easy on me, all right?[A]
0x0AFC	[0C][10][14][NL][08][10]&[NL][08]Ephraim[X][16]...[X][16][A][NL]Aaaah![A][08][800A][0C][800E][15][8004][0C]Another tremor[16]...[X][16][NL]They happen a lot, don't they?[A][15][0C][800D][0B]Are you all right, Myrrh?[X][A][08]Yes, I was startled.[A][NL]Ephraim, this place[X][16]...[X][16][NL]Did it always shake like this?[A][0B]Yeah, Grado's been prone to[X][NL]earthquakes for a long time.[A][NL]Tiny tremors like that happen[X][NL]all the time. Don't worry.[A][08]Really?[X][A][NL]Um, Ephraim?[A][08][800B][0B]What is it?[X][A][09]I can feel it[X][16]--[16]from inside the[X][NL]castle, I can feel the darkness.[A][NL]I feel a broad pool of darkness[X][NL]deep within its walls.[A][0B]Perhaps it's coming from the[NL]throne room.[A][NL]That's where Emperor Vigarde,[X][NL]the man who started this, is.[X][A][NL]Let's go.[X][A]
0x0AFD	[0C][10]F[NL][09][10]@[NL][0C]Father[16]...[X][16][A][09][16]......[16][A][0C]Father[16]...[X][16][NL]Have we been foolish?[X][A][NL]When you died, I couldn't[X][NL]accept the loss[X][16]... [16]I[X][16]...[X][16][A][NL]If only I'd been stronger[X][16]...[X][16][A][NL]Urgh![X][A]
0x0AFE	[0A][10]@[NL][0C][10]k[NL][0C]Your Majesty! Enemy soldiers[NL]are headed this way![A][NL]Oh, Prince[16]--[16][A][08][10]J[NL][1C][08][16]...[X][16]Hi. What's wrong? Why such an[X][NL]unusual expression on your face?[A][NL]I'd rather you didn't look upon me[NL]as though I were some horrid beast.[X][A][0C]I[X][16]...[X][16]I beg your pardon[X][16]...[X][16][A][08]Did you say we were under attack?[X][A][NL]I want all of you to strike the foe.[NL]Bring your weapons to bear on Ephraim.[A][NL]Is that acceptable, Father?[X][A][0A]Do[16]... [16]Do as he says.[A][0C]Understood! Right away, Your Majesty![X][A]
0x0AFF	[0C][10]J[NL][09][10]@[NL][0C][16]......[16][A][NL]Command Grado, Emperor Vigarde[16]...[X][16][A][NL]Destroy Ephraim[X][16]...[X][16][A][09][16]......[16][A]
0x0B00	[0C][10]$[NL][0C]Ha ha! The spectacular capital of Grado.[NL]The richest city on the continent.[A][NL]With my expert eye, I judge this card[X][NL]to be an incomparable treasure.[X][A][NL]Once this is all done, I think I'll[X][NL]just scamper off on my own[16]...[X][16][A]
0x0B01	[0C][10][14][NL][0C]Vigarde![A][NL]Why did you invade Renais?[NL]Why did you kill my father?[X][A][0C][11][09][10]@[NL][09][16]......[16][A][09][11][0C][10][14][NL][0C]Answer me, Vigarde![X][A][15][0C][16]...[X][16]So you really have lost hold[NL]of your senses, haven't you?[A][0C][11][09][10]@[NL][09][16]......[16][A][09][11]
0x0B02	[09][10].[NL][09]You dare charge at me?[A][NL]Allow me to show you[NL]the Empire's might![A][09][11]
0x0B05	[09][10][14][NL][0C][10][04][NL][09]What? Is this[X][16]...[X][16][A][NL]Vigarde's corpse[16]--[16]it[16]...[X][16][NL]It disintegrated.[X][A][0C]It must be some type of dark magic.[X][A][NL]Regardless, the capital has been captured.[A][NL]I'll lead a patrol through the castle.[NL]There may be enemy soldiers remaining.[A][09]I'll go with you.[X][A][NL]Lyon may be somewhere[X][NL]within the castle.[A]
0x0B06	[09][10]J[NL][0C][10][14][NL][09][17]Hello, Ephraim.[X][A][NL]I've been waiting for you. Looks[NL]like you've beaten my father.[X][A][02][NL]I thought you might[X][16]...[X][16][05][NL]You really are powerful, aren't you?[A][17][0C]Lyon![X][NL]Is that you?[A][NL]Lyon, you must tell me! What[NL]has happened here in Grado?[X][A][09][16]......[16][A][0C]Why are you in this place?[A][NL]Your father[X][16]... [16]Emperor Vigarde,[NL]why didn't you stop him?[A][NL]Don't tell me you're caught[X][NL]up in this madness, too![A][NL]Answer me, Lyon![A][NL]You always told me you wanted[X][NL]what your father wanted[X][16]--[16]peace![A][09]I[X][16]...[X][16][A][NL]I[X][16]...[X][16]I[X][16]...[X][16][A][NL]Urgh![X][A][02][NL][17][8004]Let me tell you something, Ephraim.[X][A][NL]I've been waiting for this moment[X][NL]for a very, very long time.[X][A][17][0C][16]...[X][16][A][09]I will make the world Grado's[X][16]--[16][NL]No, MY plaything.[X][A][NL]I've been planning this my whole life.[NL]Why else would I befriend you and Eirika?[X][A][02][NL]I needed to learn where and how to[NL]attack and destroy Renais[X][16]...[X][16][A][NL][17]Thanks to the two of you, I learned[X][NL]all I needed to know.[X][A][NL]While you feigned compassion for my[X][NL]weakness and scorned me in your hearts.[X][A][17][0C]What?![NL]Lyon[16]...[X][16][A][NL]You're wrong. We never[16]--[16][A][09]And then my chance arrived.[X][A][NL]I replaced my useless father, readied[X][NL]my tools, and set my plan in motion.[A][NL]I began by destroying Renais[16]...[X][16][NL]And then I murdered your father.[A][0C]You[X][16]...[X][16][A][NL]You lie, Lyon![NL]You could never[X][16]--[16][A][09][17]Shall I tell you a story? Would you like[NL]to hear of your father's last moments?[A][NL]You'll laugh really. Your father's such[X][NL]a weakling, and yet he tried so hard[16]...[X][16][A][17][0C]Lyon![X][A][NL]No more insults to my father,[X][NL]or I may forget myself![X][A][09][17]Oh, are you angry, Ephraim?[X][A][NL]But, not even you can stop me now.[A][02][NL]The Stones of Frelia and Renais are dust,[X][NL]and Jehanna's is soon to follow[X][16]...[X][16][A][NL][16]...[X][16]Which leaves only two more[16]...[X][16][A][NL]I will destroy them one at a time[X][16]...[X][16][NL]I shall see my dream fulfilled[16]...[X][16][A][17][0C]What?![A][09]Ephraim, you are in my way.[X][NL]Therefore[X][16]...[X][16][A][NL]Ergh[16]...[X][16][A][02][NL][16]...[X][16]How bothersome.[X][A][NL]I truly do wish to be your opponent,[NL]but I'm not yet at full strength.[X][A][NL]Let's meet again, shall we?[X][NL]Assuming you live, of course.[X][A][02][NL]I'll grant you the honor of dying at[NL]my hand. Like father, like son, eh?[X][A]
0x0B07	[0C][10][14][NL][0C][16]......[16][A]
0x0B08	[0C][10]j[NL][0C]Reporting in, sir![NL]We've found a cell in the back.[X][A][NL]There were captives[X][16]...[X][16][A]
0x0B09	[0D][10][04][NL][0B][10][14][NL][0E][10])[NL][1C][0E]Who is it?[A][0D]Ah![X][A][0E][800A][08]Has my execution been[X][NL]moved up on the schedule?[X][A][NL]Wait. You're not a Grado[NL]soldier. Who are you?[X][A][0B]I am Ephraim of Renais.[X][NL]And who are you?[A][08]That's an odd question for an[X][NL]executioner. My name is Knoll.[A][NL]Until recently, I was one of Grado's[NL]top researchers in arcane matters.[A][0D]So why is it you are locked up here?[A][08][16]......[16][A][0B]You need not answer if you do not wish to.[NL]Tell me, what is Lyon attempting to do?[X][A][NL]I still have things I intend to ask him.[A][08]You wish to speak to Prince Lyon?[X][A][NL]You really don't know anything,[X][NL]do you?[X][A][0B]What do you mean?[X][A][NL]Is there something wrong with[X][NL]Lyon? What do you know?[X][A][08][16]......[16][A][NL]I'll tell you all I know, if[NL]you would like.[X][A][NL]However, I think you will not[X][NL]thank me once you hear it.[A][15][08]It all began one year ago[X][16]...[X][16][NL]That was when the emperor died.[X][A][NL]The emperor's health worsened,[NL]and then he[X][16]...[X][16][A][0B]Hold.[X][NL]What are you about?[X][A][NL]One year ago? That's before Grado's[X][NL]invasion of Renais began.[X][A][NL]And I just saw the emperor.[X][NL]I killed him with my own hands.[X][A][08]Allow me to continue in the order[X][NL]in which everything occurred.[X][A][NL]One year ago, the emperor died of[X][NL]the illness that had plagued him.[X][A][NL]Prince Lyon was devastated. He[NL]fell into an endless despair.[X][A][NL]He felt unworthy to take the throne,[NL]unable to rule without his father.[A][0B][16]......[16][A][08]He then began to look for a way to[NL]overturn his father's demise.[X][A][NL]He wanted to resurrect him[16]--[16][A][0B]Wait, resurrect him?[A][08]Yes.[A][NL]As you know, the Stone of Grado is[NL]possessed of[16]...[X][16]unique powers.[A][NL]It was once used to seal away the Demon[X][NL]King, and it alone held the dark one's soul.[A][NL]It burned within with the Demon King's[NL]rage, and we called it the Fire Emblem.[X][A][02][NL]Prince Lyon and a team of mages skilled in[NL]ancient lore hoped to harness its energies.[X][A][NL]I remember the joy in Prince Lyon's eyes[NL]when he spoke of using it to save lives.[A][0B]Lyon[16]...[X][16][A][08]Prince Lyon told us he intended to use[NL]the Fire Emblem to restore the emperor.[X][A][NL]His death had been kept from the public,[NL]but rumors were beginning to fly.[X][A][NL]We knew we had to hurry, before the people[NL]learned the truth of the emperor's death.[X][A][NL]Prince Lyon dedicated himself to research,[NL]skipping meals, foregoing sleep[X][16]...[X][16][A][NL]And then[16]...[X][16][A][0B]What happened?[A][08]I wasn't there, so I did not[NL]witness it firsthand.[X][A][NL]By the time I arrived, the[NL]deed had already been done.[X][A][02][NL]The Fire Emblem had been[NL]shattered, split in two.[A][NL]One was a Sacred Stone,[X][NL]and the other[X][16]...[X][16][A]
0x0B0A	[0A][10]P[NL][0C][10]/[NL][0C]Prince Lyon![NL]What's happened?[A][NL]Prince[16]...[X][16][A][0A]Oh, hello, it's you[X][16]...[X][16][NL]What was your name again?[X][A][NL]Ah, yes. Knoll. You're one[NL]of my researchers.[A][02][NL]I've glad tidings for you.[NL]My father is back.[A][0C]The emperor?[A]
0x0B0B	[0A][10]O[NL][08][10]P[NL][0C][10]/[NL][1C][0A][16]......[16][A][08]Come, Father[16]...[X][16][A][NL]Open your eyes.[X][A][0A][801E][0A][16]......[16][A][0C]Your[16]... [16]Your Majesty![X][NL]This is incredible![X][A][NL]Prince Lyon, what miracle[X][NL]is this? It cannot be![A][NL]What[16]--? [16]What is that stone?[X][A][08]This? This is the Dark Stone. It bears[NL]even more power than any Sacred Stone.[A][NL]I extracted and condensed all of the[NL]magic bound within the Fire Emblem.[X][A][NL]The Dark Stone's power is what gave[X][NL]my father back the spark of life.[X][A][0C]The Dark Stone[16]...?[16][A][08]Now that the Dark Stone is mine, I[NL]have no need for this empty husk.[X][A]
0x0B0C	[0A][10]O[NL][0A][801E][08][10]P[NL][0C][10]/[NL][1C][0C]P-Prince Lyon! The Sacred Stone[X][16]...[X][16][NL]What have you done?[X][A][08]They are all in the way.[NL]The Sacred Stones, I mean.[A][NL]Four more remain, and they[NL]must all be destroyed.[A][15][08]The only stone we need now[NL]is this Dark Stone of mine.[X][A]
0x0B0D	[09][10])[NL][0C][10][14][NL][0C][16]......[16][A][09]After that[16]...[X][16][A][NL]His Majesty ordered the invasion of[X][NL]Renais, as Prince Lyon asked him to.[A][02][NL]Father MacGregor grew concerned with[NL]Prince Lyon's health.[X][A][NL]He tried several times to dissuade him[NL]from his path.[A][NL]Prince Lyon executed him personally.[A][02][NL]I, too, was branded a traitor and arrested.[X][NL]My execution was scheduled for tomorrow.[A][0C]Lyon[16]...[X][16][A][NL]Where is he now?[A][09]Would that I knew.[A][NL]Prince Lyon frightens me now.[X][A][NL]He is[X][16]...[X][16]transformed[X][16]...[X][16][A][0C]He's[16]...[X][16][A][02][NL]Lyon is my friend.[A]
0x0B0E	[09][10])[NL][09]This way, Prince Ephraim.[X][A][NL]I believe it's here[X][16]...[X][16][A][0C][10][14][NL][0C]What is it?[X][NL]What is this place?[X][A][09]This is the former resting place of[X][NL]the Stone of Grado, the Fire Emblem.[A][NL]We've kept the Sacred Twins of Grado[NL]here as well.[X][A][NL]If we're still lucky, they may still[NL]be here.[A][0C]The Sacred Twins[16]...[X][16][A][NL]Those are the ancient weapons once[NL]wielded by the founders of our nations.[X][A][NL]Let's see if I remember my studies[16]...[X][16][A][NL]Emperor Grado's were the magic tome[X][NL]Gleipnir and Garm, the black axe.[X][A][09]That is correct.[NL]You know your history well.[X][A][0C]Yeah, it's something I learned[NL]long ago from Lyon.[X][A][09][16]......[16][A][0C]Well, let's see if they're[NL]still here, shall we?[X][A]
0x0B0F	[0A][10][04][NL][0A]Prince Ephraim.[X][A][NL]Here[16]... [16]I've found the[NL]Sacred Twin relics.[X][A][0C][10][14][NL][0C]And here they are[X][16]...[X][16][A][NL]Yet I don't understand.[X][A][NL]The Sacred Stone was destroyed,[X][NL]but these were left untouched?[A][NL]Why?[A][08][10])[NL][08]I know not[16]...[X][16][A][NL]Perhaps[X][16]... [16]No, never mind.[X][NL]It's an idle thought.[X][A][02][NL]Prince Ephraim, please take[X][NL]these relics with you.[A][0C]Is that all right?[A][08]Yes. I want you to have them. And maybe[X][16]...[X][16][A][NL]Maybe someone else wanted you to have[X][NL]them as well.[X][A]
0x0B10	[0C][10][14][NL][09][10]i[NL][09]Prince Ephraim![X][A][0C]You've come at a good time, soldier.[NL]I want you to take a message to Frelia.[X][A][NL]Actually[16]...[X][16][A][09][800B][09]We've received dire news from Jehanna![A][NL]It's about Princess Eirika and[NL]Prince Innes[16]...[X][16][A][NL]They're under attack by Grado forces[NL]led by Tiger Eye and Moonstone.[X][A][0C][800D][0B]Eirika[16]...[X][16][A][0D][10][04][NL][1C][0D]Caellach Tiger Eye and[NL]Valter Moonstone[16]...[X][16][A][NL]They're supposed to be the most[X][NL]powerful of Grado's imperial generals.[A][NL]For them to have abandoned the capital[NL]and lead the battle into Jehanna[16]...[X][16][A][09]The Knights of Rausten have ridden to[X][NL]the eastern front to aid Frelia, but[A][NL]the enemy attacks have been brutal.[X][NL]I fear for their survival.[A][0B]We march for Jehanna immediately![X][NL]We will rescue Eirika.[A][09]B-but even if we leave now, we[NL]will not make it in time[16]...[X][16][A][0B]We'll make it. Rest easy on that.[X][A][02][NL]Eirika is my sister. That one will[NL]never lay down her blade.[X][A][NL]And I am Eirika's brother. There is[X][NL]no way I'll let my sister die![A]
0x0B11	[09][10]$[NL][0C][10][14][NL][0C]You there, hold.[A][09]Huh?[05] [X][16]...[X][16]You're a man. Sorry,[NL]pal, but I'm not interested in men.[X][A][0C]What are you doing here in the castle?[A][NL]You seem to be weighed down a bit.[NL]Helping yourself to the treasure?[X][A][09][17]Ha! I've no idea what you're[NL]talking about.[A][02][NL]Now, wait a minute[16]...[X][16][A][NL]You couldn't be[X][16]...[X][16][NL]Aren't you Prince Ephraim?!?[A][17][0C]Hm? I'm Ephraim, but[16]...[X][16][A][09]I-I thought so. You're the one[NL]they call the Beast of Renais[X][16]...[X][16][A][NL]I've heard tales of how you've looted[X][NL]and pillaged your way across the land[X][16]...[X][16][A][0C]What?[X][A][09]H-hold on! Calm down! You won't[X][NL]get any treasure by killing me.[X][A][NL]If you want these goods, it'll[NL]cost you. 10,000 gold.[A][0C]10,000 gold?[A][09]Yeah[16]...[X][16][NL]Is that too high?[X][A][NL]Fine, then you get my sword[X][NL]as well. I'll join your army.[X][A][NL]So that's me and the treasure for[X][NL]only 9,980 gold! What do you say?[X][A][0C]You know, I have no idea how I[NL]got pulled into this conversation.[A][NL]9,980 gold, eh?[X][A]
0x0B12	[09][10]$[NL][0C][10][14][NL][09]What? You again?[A][NL]How about it? Gathered[NL]up 9,980 gold yet?[A]
0x0B13	[0C]I don't have that kind of money.[A][09]What? You're lying now, aren't you?[X][A][NL]Rumor has it you've stored away so[NL]much gold, you groan from its weight[16]...[X][16][A][0C][11][15][09]Whoa! H-hold on a moment![X][A][NL]You're not going to kill me just because[NL]you can't afford my price, are you?[X][A]
0x0B14	[0C]I haven't decided yet[X][16]...[X][16][NL][18]
0x0B15	[0C]Here's 9,980 gold.[NL]Is this sufficient?[X][A][09]Huh?[A][NL]M-may I really take it?[X][A][0C]Sorry?[05][NL]You set the price yourself, didn't you?[X][A][NL]Now that I've hired you, I intend to[NL]get my money's worth.[X][A][09]You[X][16]...[X][16]aren't going to stab me once[NL]I've taken your money, are you?[X][A][NL]Once the fighting's all done, you won't[X][NL]burn me at the stake or anything?[X][A][0C][16]...[X][16]What rumors are these people[NL]spreading about me?[X][A]
0x0B16	[0C]Sorry, but I don't actually[X][NL]have the gold to hire you.[A][09]What? You're lying now, aren't you?[X][A][NL]Rumor has it you've stored away so[NL]much gold, you groan from its weight[16]...[X][16][A][0C][11][15][09]Whoa! H-hold on a moment![X][A][NL]You're not going to kill me just because[NL]you can't afford my price, are you?[X][A]
0x0B17	[09][10][02][NL][0C][10][04][NL][0C]Princess Eirika,[NL]are you well?[X][A][09][16]......[16][A][0C]Princess Eirika![A][09][16]...[X][16]Oh[16]...[X][16]Seth?[X][A][0C]Yes, it's me.[X][A][NL]Please, you must rest. If we[NL]continue like this, you'll[16]...[X][16][A][09]No[16]...[X][16]it's all right.[X][NL]We're all suffering[X][16]...[X][16][A][NL]We're still completely surrounded[X][NL]by Grado's armies[X][16]...[X][16][A][NL]We may all die at any moment[16]...[X][16][NL]I can't lose focus now.[X][A][NL]Has anything changed?[X][A][0C]Unfortunately, no. On every front, our[NL]forces meet with defeat upon defeat.[A][NL]Rausten's knights are scattered and worn,[X][NL]and the enemy is closing in around them.[A][NL]And this accursed sand[16]...[X][16][A][NL]Most of the units can't get proper[NL]footing and are being slowed down.[A][NL]Mounted units are having the worst time,[NL]as their movement is severely limited.[A][NL]Princess Eirika[X][16]...[X][16][06][NL]I ask that you leave for safety.[A][NL]We'll use flying units and magic users[NL]to hold the foe here.[X][A][09]No. I will not retreat.[X][A][NL]If I give up now[16]...[X][16][NL]My brother would not forgive me.[A][NL]I'm the princess of Renais. I will[NL]fight, either to victory or to death.[X][A][15][09]Brother, I[16]...[X][16][A]
0x0B18	[09][10]H[NL][0C][10]B[NL][09]Valter[16]...[X][16][NL]You should stop playing around.[X][A][NL]If you don't finish off Eirika's[NL]forces swiftly[16]...[X][16][A][NL]Her brother's left the capital. He[NL]should be arriving here shortly.[A][NL]You don't want to be fighting her[X][NL]still when he arrives. Trust me.[A][NL]We are equals here in Grado's army.[X][NL]Would you like me to assist?[A][0C]All you need to do is vanish,[X][NL]you disgusting old man.[X][A][NL]Eirika is mine.[X][NL]I won't let you have her.[X][A][NL]She is so strong, so beautiful[16]...[X][16][NL]She's the prey I've dreamed of.[X][A][09][17]Heh heh heh[X][16]...[X][16][A][NL][17]Your fangs are still sharp, eh?[X][NL]Good. Very good.[A][02][NL]Ah, Valter[16]... [16]You're a beast.[X][A][NL]You're bound to no country. You[X][NL]care nothing for friend or foe.[X][A][NL]Kill a man, claim a woman[X][16]... [16]You live[NL]for nothing more, you wretched beast.[X][A][NL]That's your strength. That's what makes[X][NL]you stronger than any man alive.[A][NL]A beast acts without remorse. Man's[X][NL]morality cannot win. It's nature's way[16]...[X][16][A][NL]The stage is all yours, Valter. Do[NL]not fail to get the girl's bracelet.[A][NL]Our master demands it[X][16]...[X][16][A][09][11][0C]The time is nigh, Eirika[16]...[X][16][A][02][NL]Come to me![X][A]
